180101-023953_bem_d31_elicit_38,elyo shikulu bantu asokolwele national registration card intu atolele pancende bakabolala basokwele umupeto 
180101-023953_bem_d31_elicit_39,apo pene kapokola umo asendele chande ku muputule mu kumwipukisha 
180101-023953_bem_d31_elicit_40,panuma ya kulanshanya no kwipukisha caishilesangwa ukuti chande pamo na balumendo bambi babili ebaibile umupeto wakwa bauleni 
180101-023953_bem_d31_elicit_41,ecalenga bonse batatu balibikilwe mu kalyati 
180101-023953_bem_d31_elicit_42,panuma yakuti wishi wakwa chande tamwene mwana pa bushiku bumo aile ku kapokola kukulembesha ukuluba kwa mwana 
180101-023953_bem_d31_elicit_43,kulya ku kapokola eko bamulondolwelele umulandu onse 
180101-023953_bem_d31_elicit_44,shimapepo nkumbu wishi wakwa chande aile bwangu bwangu ku ng anda yakwa bauleni mukupapata ukuti shikulu bantu abeleleko abalumendo uluse 
180101-023953_bem_d31_elicit_45,ukulanshanya kwabo kwapwilile mukuti shimapepo nkumbu afwaye umupeto umbi uwakupyanikisha pali ulya baibile elyo bauleni alaelela abalumendo bonse batatu 
180101-023953_bem_d31_elicit_46,awe shimapepo acitile fyonse fyalefwaikwa pakuti alubule shilya mpupu shitatu 
180101-023953_bem_d31_elicit_47,elyo chande pamo ne mpupu shinankwe balubwike no kusokwa ukuti bekabwekeshapo ukwiba 
180101-023953_bem_d31_elicit_48,bushe ubwelelo cinshi 
180101-023953_bem_d31_elicit_49,ubwelelo musango wa micitile ya muntu umwaba ukusulako ku cilubo umuntu munankwe alufyenye ukwabulo kufwaisho kufikilisha icibwesha ca cilya cilubo 
200922-010446_bem_d31_elicit_0,nomba ilipusho likalamba 
200922-010446_bem_d31_elicit_1,kuti twacita shani nge ntungulushi mu filonganino fya ku christian brethren nangu nge filonganino fya evangelical church 
200922-010446_bem_d31_elicit_2,ilyo imisepela shesu shilefwaya ukunkanshiwa ilyo kuli aya maseminars 
200922-010446_bem_d31_elicit_3,bushe tubasuminishe 
200922-010446_bem_d31_elicit_4,bushe tubasoke 
200922-010446_bem_d31_elicit_5,bushe tubakanye ukusangwako 
200922-010446_bem_d31_elicit_6,ubusuko ubuli bonse ubwawamisha mukumona kwenu twapapata tulembeleni mukwangufyanya 
200922-010446_bem_d31_elicit_7,amatontonkanyo yenu pali uyu mulandu yakatwafwa ukulemba ilyashi lya kulekeleshako pali uyu mulandu 
200922-010446_bem_d31_elicit_8,elyo mwilaba ukulondolola umulandu mwapelela amasuko yenu ukufuma mucipingo 
200922-010446_bem_d31_elicit_9,ukumana akapi ba bible society ne filonganino filanda cibemba mu zambia 
200922-010446_bem_d31_elicit_10,nomba bushe kuti bakuuta shani imfumu iyo bashasumina 
200922-010446_bem_d31_elicit_11,nga kuti basumina shani imfumu iyo bashatala abomfwapo 
200922-010446_bem_d31_elicit_12,nga kuti baumfwapo shani nga takuli uwa kubabilila 
200922-010446_bem_d31_elicit_13,nga kuti babila shani nga tababa tumine 
200922-010446_bem_d31_elicit_14,ngefyo calembwa ukuti yangu ifyo kwawama ukwisa kwa bantu ababila imbila nsuma 
200922-010446_bem_d31_elicit_15,ngefyo mwamona ala mashiwi fye yakwa lesa eyakwata ubwasuko ku mepusho yonse ngayo yali pamulu 
200922-010446_bem_d31_elicit_16,kabili mashiwi fye yakwa lesa yeka eyakwata ukwasuka amafya yonse ayacusha abantu ba pano isonde 
200922-010446_bem_d31_elicit_17,ne mfumu yesu kristu yalilandile muli mateyo 4 4 amashiwi yakuti 
200922-010446_bem_d31_elicit_18,calilembwa ukuti umuntu tekala umumi pamu landu wacakulya alya lelo ekala umumi pamulandu wa mashiwi ayafuma mu kanwa kakwa lesa 
200922-010446_bem_d31_elicit_19,eico ukwabula amashiwi yakwa lesa ubumi bwenu bwapelela fye pakati bwabo ubumi ubwapelela pacakulya mulya 
200922-010446_bem_d31_elicit_20,lelo lesa kucikuku cakwe nasuminisha nakabili amashiwi yakwe ukuti yapilibulwe ukufuma mululimi lwa cingeleshi ukuleta mu cibemba icileumfwa abantu ilelo 
200922-010446_bem_d31_elicit_21,pakuti abantu abalelo babe abakulaumfwa bwino ifyo amashiwi yakwa lesa aya muli baibo yalanda 
200922-010446_bem_d31_elicit_22,neyi baibo ili nokuba iyo abantu tabakasangemo ubwafya mukumfwa amashiwi ayalembwamo 
200922-010446_bem_d31_elicit_23,tulepepa ukuti tukabe abakupwisha ukulemba iyi baibo muli uyu mwaka uleisa 
200922-010446_bem_d31_elicit_24,noyu mulimo wakupilibula amashiwi yakwa lesa watende mu 1994 
200922-010446_bem_d31_elicit_25,ala uyu mulimo untu wakosa nganshi 
200922-010446_bem_d31_elicit_26,napa kufikafye napali ino nshita natupita mu mafya ayalekana lekana lelo icintu cimo icawamishapo cakutila takwaba icakosa kuli lesa 
200922-010446_bem_d31_elicit_27,nokufika pali ino nshita umulimo nawenda nganshi ngefyo ino nshita mwaishiba bwino ukuti baibo ya cipangano cipya yalifuma kale ili na mumatuuka yakushitishishamo ifitabo fyakwa lesa 
200922-010446_bem_d31_elicit_28,muli shino nshiku tulebomba pa cipangano cakale nokufika pali nomba natupwishako nefitabo fisano filya ifya kukutendeka 
200922-010446_bem_d31_elicit_29,nefi fitabo twalifituma na kuncende iyilolesha pamilimo ya kupilibula ama baibo muno mu calo cesu akabela ku lusaka pakuti nabo bakakwate ukupitulukamo mufyo twalemba 
200922-010446_bem_d31_elicit_30,ino nshita ibumba lipilibula amashiwi 
200922-010446_bem_d31_elicit_31,lilebomba pakuwaminisha imilimo yabombwamu fitaboi ukufuma pacitabo cakwa yoshua ukufika pa malumbo pakuti nayo yene tukatume ku lusaka 
200922-010446_bem_d31_elicit_32,elyo ifitabo fyonse ifyashala natupwisha ukufilemba pali ba mashini wesu elyo nafyo fine balefipitulukamo nokufiwaminisha ku banensu ababombela muncende shimbi 
200922-010446_bem_d31_elicit_33,pakulekelesha ndelombafye ukuti mutwalilile ukutupepelako 
200922-010446_bem_d31_elicit_34,tucili tulekabila amapepo yenu nganshi pakuti tukafikilishe ukubomba bwino uyu umulimo wakwa lesa 
200922-010446_bem_d31_elicit_35,kabili kuti natemwa ukubomfya nshita ine ino ukulomba kuli abo bonse abatemwa lesa ukutwibukishako mukupeela indalama ishakuti tuleshitamo amapepala nokusonkela ing anda ilya tubombelamo 
200922-010446_bem_d31_elicit_36,lesa amupale 
200922-010446_bem_d31_elicit_37,ifyo abena kristu ku chingola balebomba 
200922-010446_bem_d31_elicit_38,ubushiku bumo ilyo na fumine mu bank namwene fye uko umwaice umo umwaume aisa nokumposha 
200922-010446_bem_d31_elicit_39,ilyo lyonse twalepela ifya kulya ku bana banshiwa cila mulungu shalemona james palipitile ne myeshi inono 
200922-010446_bem_d31_elicit_40,elyo aiminine ku ntanshi yandi noku tonta amenso yakwe pali ine nokunjipusha ati 
200922-010446_bem_d31_elicit_41,bushe lesa ali kwisa ilyo bamayo bafwile 
200922-010446_bem_d31_elicit_42,ala mukwai ilyo line nabikile ifyola fyandi panshi pa mwinshi wamu bank elyo namukumbatila bonse twalalila nokulila 
200922-010446_bem_d31_elicit_43,bushe finshi wingalanda pa nshita yabulanda ili nga ii 
200922-010446_bem_d31_elicit_44,ba kelvin samwata bacili nobulanda sana ilyo lyonse batulondolwela ici cintu cabacitinkile icabulanda 
200922-010446_bem_d31_elicit_45,mu myaka iyapita ba samwata pamo nabena kristu bambi abamulukuta lwa bethel chapel ku chingola bali abalangulukila abana abalekeleshiwa mu copperbelt abashakwata umwakwikala 
200922-010446_bem_d31_elicit_46,ababulwa ulupwa elyo kabili ababulwa isubilo lyabwikalo ubusuma kuntanshi 
200922-010446_bem_d31_elicit_47,eico ba samwata twabepwishe amepusho aya 
200922-010446_bem_d31_elicit_48,ni lilali mwatendeke ukubomba nabana abalekeleshiwa 
200922-010446_bem_d31_elicit_49,papita imyaka pabula mu 2000 
200916-151315_bem_197_elicit_0,umutende namaikalile tafikokola muli cino calo 
200916-151315_bem_197_elicit_1,uulepinga ukufyuka alaicefya kwati cuni icana icilesambilila fye ukupupuka 
200916-151315_bem_197_elicit_2,umukalamba kuti acita conse ico alefwaya ukucita 
200916-151315_bem_197_elicit_3,inkakashi iyo bonse batina iyo mushingomana nayo 
200916-151315_bem_197_elicit_4,ilyo ulefwaisha icintu cimo ufwile ukukosa nokuipekanya ukuciculila pakucisanga 
200916-151315_bem_197_elicit_5,nganawikuta kuti wabuka nakasuba kali mumulu 
200916-151315_bem_197_elicit_6,kuti wabombafye bwino nga cakuti uli uwa mutende 
200916-151315_bem_197_elicit_7,imishindikila iilandwa ngabalepalilisha umuti wa sumu pabupingushi bwakwa ntalamisoka 
200916-151315_bem_197_elicit_8,ifishobo fyabapongoshi kumulume uutampa ukucusha umukashi ilyo kushilafyalwa mwana nangu umo 
200916-151315_bem_197_elicit_9,ilyo waibimba mulyashi lya mucilye ufwile ukuipekanya ifyakufuta 
200916-151315_bem_197_elicit_10,ilyo umubiyo ali no mulandu ilingi tatuposako namano kuti ulebomba ne milimo yobe 
200916-151315_bem_197_elicit_11,ulwimbo ulwimbwa nabatemi ilyo bali kufitemene 
200916-151315_bem_197_elicit_12,wicetekela ababiyo ukukupwishisha amafya yantu ukwete 
200916-151315_bem_197_elicit_13,umushimbe uwaina iyi nsoselo ilabomfiwa nakuli namayo ushalafye aleina lintu umulume wakwe tabapo 
200916-151315_bem_197_elicit_14,umushimbe onse alikwata isubilo lyakuti bushiku bumo kuti aupwa 
200916-151315_bem_197_elicit_15,umuntu uuli onse bushiku bumo akasuka akatandaleko kuntu atuntuka 
200916-151315_bem_197_elicit_16,nga wabomba bwino akamulimo akanono kuti wapanga bucibusa ubusuma 
200916-151315_bem_197_elicit_17,umuntu uwamano uuputula bwangu imilandu kukucenjela kwakwe 
200916-151315_bem_197_elicit_18,umuntu uwamano uwapuswishe abana bakwe ku bwafya 
200916-151315_bem_197_elicit_19,mwilampingula pali fintu ndya nangu ifyo natemwa 
200916-151315_bem_197_elicit_20,ukufuluka umuntu lintu talipo nomba lintu aisa mwalati kanshi ngataishile 
200916-151315_bem_197_elicit_21,ilyo umuntu aikala bwino kuti acita nefingamuletelela 
200916-151315_bem_197_elicit_22,ufwile wabikisha ifyuma muncende ishapusana pusana pakuti wasombola bwino 
200916-151315_bem_197_elicit_23,bulupwa bulalenga ukuti mulabe kufilubo ifyacitike kunuma 
200916-151315_bem_197_elicit_24,icilubo ico umuntu engacita tacingafuuta nokulofya bulupwa 
201001-100406_bem_798_elicit_0,abaleembele ici citabo niba simon mwansa kapwepwe 
201001-100406_bem_798_elicit_1,nakuba balembele ici ciine citabo mu 1967 kulya ku musumba wa lusaka 
201001-100406_bem_798_elicit_2,ico balembele ici citabo nico batila amaano balondola nge mbuto 
201001-100406_bem_798_elicit_3,kabili abati amaano yafuma mwifwasa yaya mu culu 
201001-100406_bem_798_elicit_4,batila baleemba pakutila ifyo baishiba bapelako icaalo nokutila pantu cifyalilwa fwe bantu bafiita 
201001-100406_bem_798_elicit_5,ati amaano yesu twalepelana mukweba abaice imilandu yakale ukufunda imilimo yonse pansaka kubaice nabakalamba 
201001-100406_bem_798_elicit_6,elyo nokupelana amalango ya caalo pakuti uwafwa asha abyala mumitima yababiye 
201001-100406_bem_798_elicit_7,batila ici bacita ecifyalilwa cesu 
201001-100406_bem_798_elicit_8,bamaayo baikatwa kunkalamo 
201001-100406_bem_798_elicit_9,ilyo naali umwaice twaile nabamaayo kwifwe kuti cilyafye bainama awe nenkalamo yabafukukila ine napunda nokuya eba abakalamba ekwisa bapoka 
201001-100406_bem_798_elicit_10,balindile inshiku shitatu ilyo tabalafwa nokunjeba amashiwi aya ukukwata umucinshi kubakalamba icongwe kubaice bobe nabantu bonse 
201001-100406_bem_798_elicit_11,batile umuswema ukukosa ifupa kulamba inshila ifikansa kubakalamba teefyo 
201001-100406_bem_798_elicit_12,ati ubunangani teebo pantu ukulya kwaba kukuboko 
201001-100406_bem_798_elicit_13,nokutila abanakashi nibanankomesha kanshi kano wabataluka kanofye ngawakula elyo waupa 
201001-100406_bem_798_elicit_14,napakuupa peene kusala ngafilya tusala imbuto pakubyala pantu kwaba limbi mulupwa balilwala ubushilu ifibashi atemwa ninkakashi 
201001-100406_bem_798_elicit_15,batila canda uucita icibusa nabanakashi ninshi cipuba 
201001-100406_bem_798_elicit_16,cilya batila taciilwa nsanso ukulungama nangu taciilwa nganda kufimba nelyo baeseshe ukuti mayo engapola awe calikeene efyo nokufwa afwile 
201001-100406_bem_798_elicit_17,batata baita ing anga 
201001-100406_bem_798_elicit_18,panuma yanshiku shinono ukufuma apo ba mayo bafwilile ulupawa lwalongene nokulanda pa caletele imfwa yaba mayo icicalengele batata beete inganga 
201001-100406_bem_798_elicit_19,ilyo yaishile casangilwe ukutila iyi mfwa yafumine kucanakashi pamulandu wakutila bayama baile lala namuka mwine ekuma ulutembo awe bamaayo ebo caikata nemfwa yabasanga 
201001-100406_bem_798_elicit_20,inganga baipela ulukasu nesembe 
201001-100406_bem_798_elicit_21,elyo kulya bayama bacitile imilandu batwalko inkasu shitatu nensambo amakumi yasano bayafuta nemilandu yapwa 
201001-100406_bem_798_elicit_22,bayama tababacitile nangu ciimo batile fye umwana kasembe ngakakukoma wabwela wakobeka 
201001-100406_bem_798_elicit_23,ulupupo kulongana ukucitwa panuma yakushiika umuntu ngo kumuloosha ukupitila mukunwa ubwalwa elyo nokusamuna imishingo nokupyanika umulobe 
201001-100406_bem_798_elicit_24,shikulu alonga ubwalwa aita abantu apali patatu apabalumendo nabakalamba banakulu bantu elyo nobwashala batubila panse pakutila abalepita balenwapo 
201001-100406_bem_798_elicit_25,shikulu aitile ba mulimansofu abashakosele kubwalwa bena ngabanwapofye tumo ninshi kukolwa 
201001-100406_bem_798_elicit_26,leelo ilyo baishile balicitile ifya maano nganshi 
201001-100406_bem_798_elicit_27,pabantu baishile abo shikulu aitile pali naba ciwanangala ba mulimansenga naba kapalakasha 
201001-100406_bem_798_elicit_28,ilyo balongene bapyaanike maayosenge 
201001-100406_bem_798_elicit_29,panuma abantu nomba balanwafye shikulu namaama beena tabanwene balepitamo ukulamununa abaleelwa nabakolelwe saana ukubasunga bwino bwino 
201001-100406_bem_798_elicit_30,banwene inshiku shitatu elyo basalangana mumutende 
201001-100406_bem_798_elicit_31,shikulu alamfunda amalango 
201001-100406_bem_798_elicit_32,abapyene banyina baali bwino saana tonse uto balelya uko bali kano babaletelako elyo ngani cileshe ena balemusenda pe 
201001-100406_bem_798_elicit_33,naleti nga nabamona kutila mototansha atoota nefunda 
201001-100406_bem_798_elicit_34,bushiku bumo ilyo bandetele umwendo wankoko cileshe aleefwaya mbike injise ntobele kubwali icungulo 
201001-100406_bem_798_elicit_35,elyo natila yabwe utwakubika tula papatala 
201001-100406_bem_798_elicit_36,ba mayo nabo abati uubika abikila abengi 
201001-100406_bem_798_elicit_37,shikulu canicandala nalimutemenwe saana pantu abantu eko baleisa mukupoka amaano elyo nemfumu nayo yalebeta ifintu ngafyakosa pamo namama wine 
201001-100406_bem_798_elicit_38,kanshi alekwata ifintu ifiingi nensala teya kuumfwa pantu abaleisa baleleta ifintu ifingi 
201001-100406_bem_798_elicit_39,bonse pamushi pacaani taba ishibe insala emukutila lyonse baleeba abaikuta mulusuba namainsa kumo 
201001-100406_bem_798_elicit_40,mu mushi mwali insaka shitatu iyabakalamba iyabalumendo neya misepela ilya batila imilubamfwa 
201001-100406_bem_798_elicit_41,shikulu anjebele ubupusano bwaba pa nsaka nefisaka 
201001-100406_bem_798_elicit_42,icisaka caleba kwisano eko baletuma abalumendo abacenjela eko bakulila abacenjelesha beena balebapela nabana bamfumu aupa 
201001-100406_bem_798_elicit_43,balebatuma ngabafika 15 na 20 imyaka elyo fye nabanono saana 
201001-100406_bem_798_elicit_44,balebafunda umucinshi ukukana fwisa pabakalamba takuli kwiminina apali abakalamba nangula ukulema inkondwa 
201001-100406_bem_798_elicit_45,takuli kufwaya muka beene nangu kwipaya 
201001-100406_bem_798_elicit_46,ngawaipaya kumubiika munkoloso baoca mwapya akalalanganda 
201001-100406_bem_798_elicit_47,emukutila mwaloba inganda yonse pamuku umo fye 
201001-100406_bem_798_elicit_48,balandile napakukaana tana umuntu icilyo 
200915-234914_bem_798_elicit_0,cila cintu caliba ne nshita 
200915-234914_bem_798_elicit_1,ilelo naikala pa cipuna pakuti nandepo pafya abana ba sempya katumbi na katumba balebombela icalo cabo 
200915-234914_bem_798_elicit_2,amapange yandi teyakulemba pa bumi bwabo ukufuma kubwaice bwabo lelo nipafyo balebombela icalo cabo 
200915-234914_bem_798_elicit_3,filetuletela insansa sana fweba sempya 
200915-234914_bem_798_elicit_4,eico kanshi ndepitila mu mapinda yakumwesu pakuti nange ifyo aba bantu besu balefikilisha amafunde yafikolwe fyesu 
200915-234914_bem_798_elicit_5,nalemba ici citabo mu cibemba pantu elulimi lwesu 
200915-234914_bem_798_elicit_6,cifwile naifwe tulelanshanya mululimi lwesu ilingi lingi 
200915-234914_bem_798_elicit_7,cacine ubufumu bwicindika ubwine 
200915-234914_bem_798_elicit_8,kanshi fwebene tucindike ululimi lwesu 
200915-234914_bem_798_elicit_9,ningishiba ati ba katumbi chapwe moïse naba katumba mwanke augustin bantu ngaifwe bonse 
200915-234914_bem_798_elicit_10,balikwata ifilubo nga umo umo naifwe 
200915-234914_bem_798_elicit_11,tabali bamalaika iyoo 
200915-234914_bem_798_elicit_12,leelo ngatatulemona ifisuma balecita inshi twalipofula nangu twalibipa umutima 
200915-234914_bem_798_elicit_13,ushitasha mwana wa ndoshi 
200915-234914_bem_798_elicit_14,twilaba ukuti uwafundwa tabilikisha mukati kamushi ifibi fya lupwa lwakwe 
200915-234914_bem_798_elicit_15,nangu mubwalwa teeti acicite iyoo 
200915-234914_bem_798_elicit_16,ifya bubi filandwa mu ng anda pakushiniina umubi 
200915-234914_bem_798_elicit_17,leelo ifisuma filalandwa palwalala pakuti ipalo lilefuma ku bantu bonse 
200915-234914_bem_798_elicit_18,ififyonse twalaanda efilengele ukuti umutwe wa citabo ube nakalebalika pali ba katumbi naba katumba 
200915-234914_bem_798_elicit_19,ndeibukisha kuli bakabelenga ukuti ilyo nsoma ifyo abantu bamo batuka abana besu ba katumbi naba katumba filandetela ubulanda 
200915-234914_bem_798_elicit_20,nganasoma ifyo bambi nabo balemba bakubalumba ndaipusha nga cakuti ifilembo fyabo ngafifuma mu mutima wabo ukwabula amapange yambi yambi 
200915-234914_bem_798_elicit_21,ngaine nshikwete amapange yambi yambi mukulemba 
200915-234914_bem_798_elicit_22,mucishinka nshakwata na nshifwaya ukukwata impendwa ya kamusange kabo nangu nalibeshiba 
200915-234914_bem_798_elicit_23,lelo nalemba nipakuti naifwe tubalumbanye pabana besu impalume abo tatulingile ukulaba 
200915-234914_bem_798_elicit_24,kabili nabana besu pamo nabenshikulu besu bakabeshibe 
200915-234914_bem_798_elicit_25,ngatatulembele mu cibemba pali bena ni bani bambi abakalemba pali bena 
200915-234914_bem_798_elicit_26,eico ici citabo cilingile ukucisunga bwino 
200915-234914_bem_798_elicit_27,ningishiba ati ici citabo tacilaandile pali fyonse ifyo bacita leelo nalemba pafyo ine namona na menso yabili 
200915-234914_bem_798_elicit_28,nalaanda ati amenso yabili pantu kuli nafimbi ifyo nshimona leelo ifyo bacita konse uko baaya nako bali 
200915-234914_bem_798_elicit_29,eico ngakuli ifingi ifyo nshilembele kuti naimwe mwalundapo nangu mwantumina pakuti tukafumye na cimbi icitabo 
